Date,Ticker,Adj Close,Volume
2020-01-02,JPM,136.14588928222656,10803700
2020-01-03,JPM,134.3492431640625,10386800
2020-01-06,JPM,134.242431640625,10259000
2020-01-07,JPM,131.96022033691406,10531300
2020-01-08,JPM,132.98963928222656,9695300
2020-01-09,JPM,133.4752197265625,9469000
2020-01-10,JPM,132.14474487304688,10190900
2020-01-13,JPM,133.24212646484375,12355200
2020-01-14,JPM,134.79598999023438,24906000
2020-01-15,JPM,132.77598571777344,16293400
2020-01-16,JPM,133.29067993164062,10783800
2020-01-17,JPM,134.21328735351562,14697700
2020-01-21,JPM,132.8925323486328,8474200
2020-01-22,JPM,132.7371368408203,7549100
2020-01-23,JPM,132.60116577148438,9345700
2020-01-24,JPM,129.3089599609375,15166400
2020-01-27,JPM,128.22128295898438,12860500
2020-01-28,JPM,130.55203247070312,13062800
2020-01-29,JPM,130.35780334472656,9326000
2020-01-30,JPM,131.9699249267578,9048900
2020-01-31,JPM,128.541748046875,12785200
2020-02-03,JPM,129.5226287841797,10021100
2020-02-04,JPM,131.38722229003906,9157100
2020-02-05,JPM,133.62088012695312,10150700
2020-02-06,JPM,133.6403045654297,8992300
2020-02-07,JPM,133.21299743652344,6379800
2020-02-10,JPM,133.76657104492188,5960700
2020-02-11,JPM,134.01905822753906,6578600
2020-02-12,JPM,134.01905822753906,7958000
2020-02-13,JPM,133.90252685546875,7447500
2020-02-14,JPM,133.49464416503906,6627600
2020-02-18,JPM,131.72714233398438,8996400
2020-02-19,JPM,133.52378845214844,7071200
2020-02-20,JPM,133.52378845214844,7422800
2020-02-21,JPM,131.89222717285156,9772800
2020-02-24,JPM,128.34751892089844,13618400
2020-02-25,JPM,122.61773681640625,20797200
2020-02-26,JPM,122.98675537109375,24825600
2020-02-27,JPM,117.86878967285156,23005500
2020-02-28,JPM,112.76052856445312,45942600
2020-03-02,JPM,118.01445770263672,27355400
2020-03-03,JPM,113.58600616455078,32547700
2020-03-04,JPM,116.39263916015625,25795900
2020-03-05,JPM,110.68226623535156,25025600
2020-03-06,JPM,104.96217346191406,38159400
2020-03-09,JPM,90.74449920654297,40352000
2020-03-10,JPM,97.7950668334961,31102700
2020-03-11,JPM,93.1917953491211,38127000
2020-03-12,JPM,85.5099868774414,49725200
2020-03-13,JPM,100.91246795654297,38543300
2020-03-16,JPM,85.81103515625,38589700
2020-03-17,JPM,91.05526733398438,35239800
2020-03-18,JPM,81.4699935913086,41525600
2020-03-19,JPM,82.83931732177734,32175100
2020-03-20,JPM,81.09124755859375,30150800
2020-03-23,JPM,76.75018310546875,32536600
2020-03-24,JPM,85.8790283203125,34363200
2020-03-25,JPM,89.08383178710938,38111700
2020-03-26,JPM,95.28949737548828,29826300
2020-03-27,JPM,88.50113677978516,30041500
2020-03-30,JPM,90.80277252197266,21656900
2020-03-31,JPM,87.43286895751953,23379300
2020-04-01,JPM,81.92642974853516,28029600
2020-04-02,JPM,84.98556518554688,24018000
2020-04-03,JPM,82.47357940673828,21199400
2020-04-06,JPM,87.78211212158203,26820800
2020-04-07,JPM,88.93997955322266,22563800
2020-04-08,JPM,92.53133392333984,22903300
2020-04-09,JPM,100.83265686035156,42084700
2020-04-13,JPM,96.34837341308594,26911900
2020-04-14,JPM,93.70882415771484,46151300
2020-04-15,JPM,89.08716583251953,30118600
2020-04-16,JPM,85.69206237792969,32449600
2020-04-17,JPM,93.39482879638672,30191900
2020-04-20,JPM,89.98990631103516,23679400
2020-04-21,JPM,87.37980651855469,23035000
2020-04-22,JPM,87.66435241699219,16706000
2020-04-23,JPM,87.71342468261719,16638800
2020-04-24,JPM,89.00865936279297,15815300
2020-04-27,JPM,92.8453369140625,22870200
2020-04-28,JPM,93.50276184082031,20238900
2020-04-29,JPM,96.0245590209961,20462600
2020-04-30,JPM,93.96395111083984,19127600
2020-05-01,JPM,91.50102233886719,18547700
2020-05-04,JPM,90.4118423461914,15725900
2020-05-05,JPM,90.27447509765625,18064100
2020-05-06,JPM,88.57691955566406,20978000
2020-05-07,JPM,89.4992904663086,16771900
2020-05-08,JPM,90.96133422851562,20494900
2020-05-11,JPM,88.28254699707031,31907600
2020-05-12,JPM,85.3976821899414,27962900
2020-05-13,JPM,82.45394897460938,35451600
2020-05-14,JPM,85.87849426269531,35152500
2020-05-15,JPM,84.28888702392578,26099000
2020-05-18,JPM,88.7535400390625,30528700
2020-05-19,JPM,87.00692749023438,19597300
2020-05-20,JPM,89.61703491210938,20552400
2020-05-21,JPM,88.47879028320312,14621400
2020-05-22,JPM,87.79192352294922,13557900
2020-05-26,JPM,94.02281951904297,41233900
2020-05-27,JPM,99.4687271118164,39402000
2020-05-28,JPM,97.98705291748047,24713900
2020-05-29,JPM,95.48487854003906,26538200
2020-06-01,JPM,96.75067901611328,15176800
2020-06-02,JPM,97.07449340820312,21195000
2020-06-03,JPM,102.31433868408203,25941100
2020-06-04,JPM,104.44363403320312,26784700
2020-06-05,JPM,109.143798828125,42231000
2020-06-08,JPM,111.32215881347656,24881800
2020-06-09,JPM,108.46674346923828,17031100
2020-06-10,JPM,104.07075500488281,24913300
2020-06-11,JPM,95.38674926757812,36195200
2020-06-12,JPM,97.99686431884766,24847900
2020-06-15,JPM,99.35098266601562,22153600
2020-06-16,JPM,100.14579010009766,22193600
2020-06-17,JPM,97.61418151855469,15617300
2020-06-18,JPM,97.08431243896484,16591900
2020-06-19,JPM,95.97549438476562,40371200
2020-06-22,JPM,94.93537902832031,16216900
2020-06-23,JPM,96.09325408935547,15381400
2020-06-24,JPM,92.88458251953125,22919800
2020-06-25,JPM,96.12268829345703,25743600
2020-06-26,JPM,90.85340118408203,41896300
2020-06-29,JPM,91.2557144165039,18499700
2020-06-30,JPM,92.29582977294922,19137000
2020-07-01,JPM,91.51083374023438,18755700
2020-07-02,JPM,91.8080825805664,27845600
2020-07-06,JPM,94.12657165527344,18625300
2020-07-07,JPM,91.47120666503906,25757200
2020-07-08,JPM,92.44219970703125,18762200
2020-07-09,JPM,90.44076538085938,25600800
2020-07-10,JPM,95.3848876953125,28954200
2020-07-13,JPM,96.75220489501953,32079200
2020-07-14,JPM,97.30705261230469,42731700
2020-07-15,JPM,98.8130874633789,22508400
2020-07-16,JPM,99.09050750732422,16886900
2020-07-17,JPM,97.25752258300781,16137700
2020-07-20,JPM,96.40542602539062,14458100
2020-07-21,JPM,98.49602508544922,17812300
2020-07-22,JPM,97.78264617919922,14271200
2020-07-23,JPM,98.06997680664062,12870200
2020-07-24,JPM,97.37641143798828,12744200
2020-07-27,JPM,96.00910186767578,11959100
2020-07-28,JPM,96.42523956298828,11754300
2020-07-29,JPM,98.76354217529297,12743500
2020-07-30,JPM,96.12799072265625,14834800
2020-07-31,JPM,95.7514877319336,14539500
2020-08-03,JPM,95.2164535522461,12962800
2020-08-04,JPM,94.67151641845703,13366200
2020-08-05,JPM,96.31624603271484,15349700
2020-08-06,JPM,96.3459701538086,10482100
2020-08-07,JPM,98.46629333496094,14734400
2020-08-10,JPM,99.71471405029297,14989900
2020-08-11,JPM,102.865478515625,31518600
2020-08-12,JPM,101.99356842041016,19250200
2020-08-13,JPM,101.4288101196289,13598600
2020-08-14,JPM,101.46844482421875,12134400
2020-08-17,JPM,98.79326629638672,14988000
2020-08-18,JPM,97.41604614257812,13246500
2020-08-19,JPM,97.64393615722656,13533000
2020-08-20,JPM,96.47478485107422,13672600
2020-08-21,JPM,96.42523956298828,12228300
2020-08-24,JPM,99.14004516601562,17898300
2020-08-25,JPM,99.57600402832031,13648900
2020-08-26,JPM,98.17896270751953,12052400
2020-08-27,JPM,101.40898895263672,22163900
2020-08-28,JPM,101.82512664794922,13756700
2020-08-31,JPM,99.26885223388672,14219400
2020-09-01,JPM,99.21930694580078,11602100
2020-09-02,JPM,100.7154312133789,14475700
2020-09-03,JPM,100.39836883544922,23281200
2020-09-04,JPM,102.56822967529297,26325500
2020-09-08,JPM,99.00133514404297,22108600
2020-09-09,JPM,99.9426040649414,13434000
2020-09-10,JPM,98.91216278076172,15922800
2020-09-11,JPM,100.14076232910156,13784300
2020-09-14,JPM,101.52789306640625,19017400
2020-09-15,JPM,98.36721801757812,23683000
2020-09-16,JPM,98.78335571289062,19270600
2020-09-17,JPM,97.65383911132812,18290100
2020-09-18,JPM,97.44577026367188,20121600
2020-09-21,JPM,94.4337158203125,28378800
2020-09-22,JPM,93.40327453613281,19257000
2020-09-23,JPM,91.88734436035156,19952700
2020-09-24,JPM,91.8080825805664,18366500
2020-09-25,JPM,92.61063385009766,13293100
2020-09-28,JPM,95.27590942382812,20894100
2020-09-29,JPM,94.47335052490234,12848200
2020-09-30,JPM,95.3848876953125,16389400
2020-10-01,JPM,96.07846069335938,15778700
2020-10-02,JPM,96.98999786376953,15149600
2020-10-05,JPM,99.04000091552734,13871900
2020-10-06,JPM,98.0199966430664,19220400
2020-10-07,JPM,99.7300033569336,16358500
2020-10-08,JPM,101.77999877929688,15659000
2020-10-09,JPM,101.19999694824219,13689100
2020-10-12,JPM,102.44000244140625,16058000
2020-10-13,JPM,100.77999877929688,21697300
2020-10-14,JPM,100.22000122070312,15214900
2020-10-15,JPM,101.72000122070312,17171200
2020-10-16,JPM,101.51000213623047,13275000
2020-10-19,JPM,99.80000305175781,11725700
2020-10-20,JPM,100.37000274658203,11257100
2020-10-21,JPM,99.37000274658203,10730500
2020-10-22,JPM,102.87999725341797,14837200
2020-10-23,JPM,103.80999755859375,15087600
2020-10-26,JPM,101.23999786376953,12410700
2020-10-27,JPM,99.33000183105469,10391700
2020-10-28,JPM,96.54000091552734,16389500
2020-10-29,JPM,97.16999816894531,14208800
2020-10-30,JPM,98.04000091552734,15194500
2020-11-02,JPM,100.25,15011600
2020-11-03,JPM,103.41000366210938,17482600
2020-11-04,JPM,100.25,18886500
2020-11-05,JPM,104.3499984741211,17837400
2020-11-06,JPM,102.95999908447266,12552800
2020-11-09,JPM,116.9000015258789,47792400
2020-11-10,JPM,116.5199966430664,20539300
2020-11-11,JPM,114.77999877929688,14443400
2020-11-12,JPM,113.37000274658203,22063000
2020-11-13,JPM,114.08000183105469,11847900
2020-11-16,JPM,117.30000305175781,19858600
2020-11-17,JPM,116.11000061035156,14553200
2020-11-18,JPM,115.25,12571200
2020-11-19,JPM,115.55999755859375,10202500
2020-11-20,JPM,114.56999969482422,12718900
2020-11-23,JPM,117.87000274658203,13209200
2020-11-24,JPM,123.31999969482422,20121600
2020-11-25,JPM,122.02999877929688,11715600
2020-11-27,JPM,121.22000122070312,5983600
2020-11-30,JPM,117.87999725341797,14411800
2020-12-01,JPM,119.73999786376953,12678200
2020-12-02,JPM,122.04000091552734,10811300
2020-12-03,JPM,121.23999786376953,12904400
2020-12-04,JPM,122.33999633789062,13583700
2020-12-07,JPM,121.87999725341797,9724300
