,id,date,search
202,1337114264293711872,2020-12-10,AMZN
203,1337113672016146435,2020-12-10,AMZN
204,1337113578269241345,2020-12-10,AMZN
205,1337113544895025153,2020-12-10,AMZN
206,1337113446425485313,2020-12-10,AMZN
207,1337113308554530816,2020-12-10,AMZN
208,1337113302456016899,2020-12-10,AMZN
209,1337113246147342336,2020-12-10,AMZN
210,1337113129461932034,2020-12-10,AMZN
211,1337112993801396225,2020-12-10,AMZN
212,1337112825546858505,2020-12-10,AMZN
213,1337112645153873920,2020-12-10,AMZN
214,1337112441356947477,2020-12-10,AMZN
215,1337112425028530177,2020-12-10,AMZN
216,1337112278487986191,2020-12-10,AMZN
217,1337112192710299649,2020-12-10,AMZN
218,1337112192508956678,2020-12-10,AMZN
219,1337111988057628673,2020-12-10,AMZN
220,1337111943623155713,2020-12-10,AMZN
221,1337111826790805506,2020-12-10,AMZN
222,1337111612168097792,2020-12-10,AMZN
223,1337111489006669824,2020-12-10,AMZN
224,1337111419767164928,2020-12-10,AMZN
225,1337110981420474371,2020-12-10,AMZN
226,1337110684291780610,2020-12-10,AMZN
227,1337110667636051969,2020-12-10,AMZN
228,1337110611134705665,2020-12-10,AMZN
229,1337110386814967808,2020-12-10,AMZN
230,1337110069977165825,2020-12-10,AMZN
231,1337110004973834241,2020-12-10,AMZN
232,1337109995259908102,2020-12-10,AMZN
233,1337109931963531265,2020-12-10,AMZN
234,1337109840557125634,2020-12-10,AMZN
235,1337109830671106049,2020-12-10,AMZN
236,1337109441213202432,2020-12-10,AMZN
237,1337109074270248961,2020-12-10,AMZN
238,1337108919458664455,2020-12-10,AMZN
239,1337108894162841600,2020-12-10,AMZN
240,1337108684472610817,2020-12-10,AMZN
241,1337108506680446980,2020-12-10,AMZN
242,1337108407581470720,2020-12-10,AMZN
243,1337108407321554949,2020-12-10,AMZN
244,1337108341022191619,2020-12-10,AMZN
245,1337108193147645952,2020-12-10,AMZN
246,1337108192485142539,2020-12-10,AMZN
247,1337108178715226113,2020-12-10,AMZN
248,1337108170993504256,2020-12-10,AMZN
249,1337108052793847809,2020-12-10,AMZN
250,1337108001958866946,2020-12-10,AMZN
251,1337107995193462787,2020-12-10,AMZN
252,1337107943313920000,2020-12-10,AMZN
253,1337107885264875523,2020-12-10,AMZN
254,1337107861609050114,2020-12-10,AMZN
255,1337107757779079169,2020-12-10,AMZN
256,1337107568267845634,2020-12-10,AMZN
257,1337107496482316288,2020-12-10,AMZN
258,1337107326852075520,2020-12-10,AMZN
259,1337106711417483266,2020-12-10,AMZN
260,1337106622284398593,2020-12-10,AMZN
261,1337106553187540996,2020-12-10,AMZN
262,1337106328087646209,2020-12-10,AMZN
263,1337106180657836035,2020-12-10,AMZN
264,1337106125691432961,2020-12-10,AMZN
265,1337106001670012928,2020-12-10,AMZN
266,1337105979859742726,2020-12-10,AMZN
267,1337105766478737411,2020-12-10,AMZN
268,1337105670559195138,2020-12-10,AMZN
269,1337105475750518800,2020-12-10,AMZN
270,1337105436621869057,2020-12-10,AMZN
271,1337105399925755906,2020-12-10,AMZN
272,1337104988183678977,2020-12-10,AMZN
273,1337104674319642624,2020-12-10,AMZN
274,1337104672478404615,2020-12-10,AMZN
275,1337104518954278916,2020-12-10,AMZN
276,1337104243887661057,2020-12-10,AMZN
277,1337104224136511489,2020-12-10,AMZN
278,1337104208059838468,2020-12-10,AMZN
279,1337104124568014850,2020-12-10,AMZN
280,1337103669221855233,2020-12-10,AMZN
281,1337103467802980353,2020-12-10,AMZN
282,1337103435548798977,2020-12-10,AMZN
283,1337103318481575937,2020-12-10,AMZN
284,1337103147911811076,2020-12-10,AMZN
285,1337103069348294658,2020-12-10,AMZN
286,1337102687259615234,2020-12-10,AMZN
287,1337102615394521089,2020-12-10,AMZN
288,1337102547061002243,2020-12-10,AMZN
289,1337102258576744449,2020-12-10,AMZN
290,1337102220962258944,2020-12-10,AMZN
291,1337102078846656517,2020-12-10,AMZN
292,1337101790869917696,2020-12-10,AMZN
293,1337101785534783490,2020-12-10,AMZN
294,1337101762566623232,2020-12-10,AMZN
295,1337101618211254272,2020-12-10,AMZN
296,1337101525340938245,2020-12-10,AMZN
297,1337101516944138245,2020-12-10,AMZN
298,1337101444810330112,2020-12-10,AMZN
299,1337101396844404739,2020-12-10,AMZN
300,1337101163704021000,2020-12-10,AMZN
301,1337101155348979713,2020-12-10,AMZN
302,1337101155021643776,2020-12-10,AMZN
303,1337101059949400064,2020-12-10,AMZN
304,1337100961571999744,2020-12-10,AMZN
305,1337100902973452289,2020-12-10,AMZN
306,1337100574634864641,2020-12-10,AMZN
307,1337100472251977733,2020-12-10,AMZN
308,1337100415251476483,2020-12-10,AMZN
309,1337100189157486592,2020-12-10,AMZN
310,1337099906499141633,2020-12-10,AMZN
311,1337099891735212038,2020-12-10,AMZN
312,1337098940181835783,2020-12-10,AMZN
313,1337098856077680643,2020-12-10,AMZN
